Afrika	非洲
Scarlett Johansson	史嘉蕾·喬韓森
Put	道路
Mahmud Ahmedinedžad	马哈茂德·艾哈迈迪内贾德
Boris Jeljcin	鲍里斯·尼古拉耶维奇·叶利钦
Gwyneth Paltrow	格温妮丝·帕特罗
Filip III, kralj Kastilje	費利佩三世 (西班牙)
Compact Disc	CD
Aleksandar Solženjicin	亚历山大·伊萨耶维奇·索尔仁尼琴
NGC 19	NGC 19
Hirohito, car Japana	昭和天皇
Helikopter	直升機
Al-Kaida	基地组织
Sveta Helena	圣赫勒拿岛
NGC 21	NGC 21
Mehmed II	穆罕默德二世 (奥斯曼帝国)
Video	视频
382.	382年
342.	342年
373.	373年
372.	372年
Egejsko more	爱琴海
Ičiro Mizuki	水木一郎
Porođaj	分娩
Anastacia	安娜塔西亚
Eufrat	幼发拉底河
James Abram Garfield	詹姆斯·艾布拉姆·加菲尔德
Zastava Libije	利比亚国旗
Sveti Petar i Mikelon	圣皮埃尔和密克隆
Gustave Courbet	居斯塔夫·库尔贝
Deset Božijih zapovijedi	十誡
Sinagoga	猶太會堂
Gotthold Ephraim Lessing	戈特霍尔德·埃夫莱姆·莱辛
Art Nouveau	新艺术运动
La Manche	英吉利海峡
1980te	1980年代
Johannesburg	约翰内斯堡
1990te	1990年代
Joanne Kathleen Rowling	J·K·罗琳
Gustav Klimt	古斯塔夫·克林姆
Hiroshima	廣島市
Albert Camus	阿尔贝·加缪
Perzijski zaliv	波斯湾
Pijesak	沙
Ruža	蔷薇属
Kingston	京斯敦
Pridjevi	形容词
Norfolk (čvor)	诺福克
NGC 22	NGC 22
Salzburg (grad)	萨尔茨堡
Nosorog	犀牛
Grčka mitologija	希腊神话
Kompas	指南针
Dayton	代顿 (俄亥俄州)
Rod (biologija)	属 (生物)
Rudyard Kipling	魯德亞德·吉卜林
NGC 23	NGC 23
Društvene nauke	社会科学
Somaliland	索马里兰
Poluostrvo	半岛
NGC 24	NGC 24
Spisak pozivnih brojeva država	国际电话区号列表
Rendgensko zračenje	X射线
Friedrich Engels	弗里德里希·恩格斯
Albuquerque	阿布奎基 (新墨西哥州)
NGC 25	NGC 25
Santo Domingo	聖多明哥
Ulysses Simpson Grant	尤利西斯·辛普森·格兰特
NGC 26	NGC 26
Elizabeth Taylor	伊丽莎白·泰勒
Oklahoma City	奧克拉荷馬市
Luxembourg (čvor)	盧森堡 (消歧義)
Pokrajina	省 (行政區劃)
Papaja	番木瓜
NGC 27	NGC 27
375.	375年
Kapitol (Rim)	卡比托利欧山
Brisbane	布里斯班
Ptolomej	克劳狄乌斯·托勒密
Grumman F-14	F-14雄貓式戰鬥機
Vitamini	维生素
Benjamin Franklin	本傑明·富蘭克林
NGC 30	NGC 30
Isaac Asimov	艾萨克·阿西莫夫
Tora	妥拉
Azovsko more	亞速海
1970te	1970年代
2000te	2000年代
William McKinley	威廉·麦金莱
Agatha Christie	阿加莎·克里斯蒂
Spisak predsjednika Sjedinjenih Američkih Država	美国总统列表
Južna Georgia i Južna Sendvička Ostrva	南乔治亚和南桑威奇群岛
Spisak glavnih gradova	各国首都列表
Web-sajt	網站
Wilhelm Conrad Röntgen	威廉·伦琴
Odiseja	奥德赛
Grover Cleveland	格罗弗·克利夫兰
Kuvajt (grad)	科威特市
Ogledalo	鏡子
Dinastija Zhou	周朝
Herbert Clark Hoover	赫伯特·胡佛
Etimologija	语源学
Puma	美洲狮
44. p. n. e.	前44年
Jehovini svjedoci	耶和華見證人
Metafizika	形而上学
Warren G. Harding	沃伦·盖玛利尔·哈定
387.	387年
Nikita Sergejevič Hruščov	尼基塔·謝爾蓋耶維奇·赫魯曉夫
Arapi	阿拉伯人
Brad Pitt	畢·彼特
Titicaca	的的喀喀湖
Sumer	苏美尔
Mramorno more	马尔马拉海
Colombo	可倫坡
Fonetika	语音学
Porodica (biologija)	科 (生物)
Medina	麦地那
Almati	阿拉木圖
242. p. n. e.	前242年
Chester A. Arthur	切斯特·艾伦·阿瑟
Staroslavenski jezik	古教會斯拉夫語
Afrodita	阿佛洛狄忒
248. p. n. e.	前248年
Pećina	洞穴
258. p. n. e.	前258年
257. p. n. e.	前257年
253. p. n. e.	前253年
Bijela kuća	白宮
246. p. n. e.	前246年
245. p. n. e.	前245年
Policija	警察
249. p. n. e.	前249年
252. p. n. e.	前252年
Paul Cézanne	保罗·塞尚
Wallis i Futuna	瓦利斯和富圖納
240. p. n. e.	前240年
254. p. n. e.	前254年
Tatari	鞑靼人
256. p. n. e.	前256年
UEFA	歐洲足球協會聯盟
251. p. n. e.	前251年
Hokaido	北海道
250. p. n. e.	前250年
244. p. n. e.	前244年
Tigris	底格里斯河
243. p. n. e.	前243年
Ural (planina)	乌拉尔山脉
255. p. n. e.	前255年
Arthur Conan Doyle	阿瑟·柯南·道尔
Segunda División	西班牙足球乙级联赛
Đumbir	薑
Nobelova nagrada za mir	诺贝尔和平奖
William Howard Taft	威廉·霍华德·塔夫脱
Savezne države Sjedinjenih Američkih Država	美国州份
Lednik	冰川
Pitcairn	皮特凯恩群岛
Benjamin Harrison	本杰明·哈里森
Rutherford B. Hayes	拉瑟福德·伯查德·海斯
1930te	1930年代
Južna Australija	南澳大利亚州
1960te	1960年代
1920te	1920年代
Parlament	议会
Materija	物质
Esej	随笔
Osaka	大阪市
247. p. n. e.	前247年
Safari (preglednik)	Safari
Al Bayda	贝达
Izvršna vlast	行政机构
Baruch Spinoza	巴魯赫·斯賓諾莎
Kašalj	咳嗽
259. p. n. e.	前259年
Braća Wright	莱特兄弟
Spavanje	睡眠
Hektar	公顷
Inflacija	通货膨胀
Bronhijalna astma	哮喘
Čamac	艇
Humor	幽默
Aralsko jezero	鹹海
Lamborghini	藍寶堅尼
Lancia	蓝旗亚
Omar Hajjam	欧玛尔·海亚姆
Emmy Rossum	艾美·羅森
Kongo (čvor)	刚果
Sport Club Corinthians Paulista	哥連泰斯保利斯塔體育會
Polinezija	玻里尼西亞
Bosfor	伊斯坦布尔海峡
Maserati	瑪莎拉蒂
Kelti	凯尔特人
Estetika	美学
Izmir	伊兹密尔
Kokosova ostrva	科科斯（基林）群島
Zastava Libana	黎巴嫩国旗
Mercedes-Benz	梅賽德斯-賓士
Hồ Chí Minh	胡志明
Calvin Coolidge	卡尔文·柯立芝
Lavov	利沃夫
Vrba	柳树
Queensland	昆士蘭州
Koala	無尾熊
Muhammad Ali	穆罕默德·阿里
Borneo	婆罗洲
Organska arhitektura	有機建築
Gibraltarski moreuz	直布羅陀海峽
Tlo	土壤
Smokva	無花果
Beyoncé Knowles	碧昂絲·諾利斯
LeBron James	勒布朗·詹姆斯
Skup (matematika)	集合 (数学)
Bridgetown	布里奇敦
Karlo II, kralj Kastilje	卡洛斯二世 (西班牙)
Pisac	作家
Bram Stoker	布莱姆·斯托克
Potres i cunami u Sendaiju 2011.	2011年日本东北地方太平洋近海地震
Puerto Montt	蒙特港
Mark Zuckerberg	马克·扎克伯格
Zamjenice	代詞
Václav Havel	瓦茨拉夫·哈维尔
Karlo III, kralj Španije	卡洛斯三世 (西班牙)
Samoglasnik	元音
Dužina	长度
Apia	阿皮亚
St. John's (Antigva i Barbuda)	聖約翰 (安提瓜和巴布達)
Brigitte Bardot	碧姬·芭杜
Biografija	傳記
Roseau	羅索
Put svile	丝绸之路
1950te	1950年代
Tales	泰勒斯
Jane Austen	简·奥斯汀
Giordano Bruno	焦爾達諾·布魯諾
Mrki medvjed	棕熊
Hamurabi	汉谟拉比
Isusovci	耶稣会
Lothar Matthäus	洛塔尔·马特乌斯
Tekvando	跆拳道
Aberdeen	阿伯丁
Neolitik	新石器时代
Porto	波爾圖
Političke nauke	政治学
Katarina II, carica Rusije	叶卡捷琳娜二世
Hannibal	汉尼拔
Geografska dužina	经度
Veznici	連詞
Guglielmo Marconi	古列尔莫·马可尼
Ion	离子
Milenij	千纪
Francis Drake	法蘭西斯·德瑞克
Port Moresby	莫尔兹比港
Hemijska reakcija	化学反应
.ru	.ru
.ad	.ad
1940te	1940年代
1900te	1900年代
1910te	1910年代
Vladimir Nabokov	弗拉基米爾·弗拉基米羅維奇·納博科夫
Den Haag	海牙
Red (biologija)	目 (生物)
Gorile	大猩猩
Tycho Brahe	第谷·布拉赫
Binomna nomenklatura	二名法
Likovna umjetnost	視覺藝術
Ljetno računanje vremena	夏时制
Zapadna Obala	約旦河西岸地區
Victoria (Australija)	維多利亞州
Žuana	壮族
Jugoslavija (čvor)	南斯拉夫
Mamut	猛犸象
Atila	阿提拉
Osmanlijski turski jezik	奥斯曼土耳其语
Carstvo (biologija)	界 (生物)
Novial	诺维亚语
Domorodački narodi Amerike	美洲原住民
Hitler-Ludendorff-puč	啤酒館政變
Sinaj	西奈半島
Kristalna noć	水晶之夜
Evanđelje po Ivanu	約翰福音
Web-stranica	網頁
Regije Francuske	法国大区
Četverougao	四邊形
Princ William, vojvoda od Cambridgea	劍橋公爵威廉王子
Slovio	斯諾維歐語
Tokelau	托克劳
Kompozitor	作曲家
Rihanna	蕾哈娜
Svinjska gripa	豬流感
Maternji jezik	母語
Ozon	臭氧
Robert De Niro	罗伯特·德尼罗
Lepra	麻风病
Spermatogeneza	精子发生
Lov	狩獵
Ante Pavelić	安特·帕韦利奇
Jackie Chan	成龍
Toshiro Mifune	三船敏郎
Lice (anatomija)	臉
Srbija i Crna Gora	塞爾維亞與蒙特內哥羅
Thomas Mann	托马斯·曼
World Wide Web Consortium	万维网联盟
Baffinov zaliv	巴芬灣
Tallahassee (Florida)	塔拉赫西
José Saramago	若泽·萨拉马戈
Alexander Fleming	亚历山大·弗莱明
Bismarck (Sjeverna Dakota)	俾斯麥 (北達科塔州)
Romantizam	浪漫主义
Pop muzika	流行 (音樂類型)
Ekser	钉子
Tom Cruise	湯姆·克魯斯
Maslina	橄欖 (木樨科)
Solomon	所羅門
Sveto Trojstvo	三位一體
Yahoo!	雅虎
Florence Nightingale	弗羅倫斯·南丁格爾
Prava (geometrija)	直线
Faraon	法老
AK-47	AK-47突击步枪
331.	331年
Atina (mitologija)	雅典娜
Metan	甲烷
365.	365年
Konstantin XI	君士坦丁十一世
G8	八大工業國組織
Atomsko jezgro	原子核
Lana Del Rey	拉娜·德爾·蕾伊
Sun Tzu	孙武
379.	379年
IBM	IBM
David Hume	大卫·休谟
.fi	.fi
Johnny Depp	強尼·戴普
Praindoevropski jezik	原始印歐語
Luiz Inácio Lula da Silva	路易斯·伊纳西奥·卢拉·达席尔瓦
Eritrociti	红血球
Robert Koch	罗伯特·科赫
Velika piramida u Gizi	胡夫金字塔
Prečnik	直径
Central Intelligence Agency	中央情报局
.ae	.ae
.am	.am
.de	.de
Pisanje	寫作
.fr	.fr
Papa Ivan Pavao I	若望·保禄一世
Svjetsko prvenstvo u nogometu 2006.	2006年世界杯足球赛
Ramayana	罗摩衍那
Internet Movie Database	互联网电影数据库
Samuel Beckett	萨缪尔·贝克特
Lublin	卢布林
Apolon	阿波罗
Dalaj Lama	达赖喇嘛
Akrotiri i Dhekelia	亞克羅提利與德凱利亞
Klaus Ebner	克勞斯·埃布訥
Kikiriki	花生
Francis Bacon	弗兰西斯·培根
Melanezija	美拉尼西亚
Naypyidaw	奈比多
.af	.af
.au	.au
ISO 4217	ISO 4217
Poštanski broj	邮政编码
Kajsija	杏
Nicole Kidman	妮可·基嫚
Pierre Curie	皮埃尔·居里
Vijeće sigurnosti Ujedinjenih naroda	联合国安全理事会
Magla	霧
Jonsko more	爱奥尼亚海
Naočale	眼鏡
Glukoza	葡萄糖
.cz	.cz
.ag	.ag
Astrofizika	天体物理学
Poligon	多边形
Galenit	方铅矿
Latina vulgata	通俗拉丁语
Donatello	多那太羅
Jean Calvin	约翰·加尔文
Vilim I, kralj Engleske	威廉一世 (英格兰)
Grad (padavina)	冰雹
David Ben-Gurion	戴维·本-古里安
Luciano Pavarotti	卢奇亚诺·帕瓦罗蒂
Thomas Hobbes	托马斯·霍布斯
Mila Kunis	米娜·古妮丝
43. p. n. e.	前43年
Orbitalni period	轨道周期
Zaljevski rat	海湾战争
Spisak imenovanih asteroida, A	小行星列表
Tržište	市场
Južno kinesko more	南海
Svila	丝绸
Kameleoni	變色龍
Paul Gauguin	保羅·高更
Bloemfontein	布隆方丹
.at	.at
Kopnena vojska	陆军
Osman ibn Affan	奥斯曼·本·阿凡
Demografija	人口学
Feudalizam	封建制度 (歐洲)
Hromosom	染色体
Legura	合金
Thomas Stearns Eliot	T·S·艾略特
Charlotteina mreža (1973)	夏洛特的网 (1973年电影)
Bălţi	伯爾茲
Port Vila	维拉港
Ekosistem	生态系统
Auckland Grammar School	奧克蘭文法學校
Milwaukee	密尔沃基
Barok	巴洛克艺术
.us	.us
Ruski hrt	苏俄牧羊犬
Alge	藻類
Natalie Portman	娜塔莉·波特曼
.es	.es
.gr	.gr
Moreuz	海峡
.pl	.pl
Argentinska doga	阿根廷杜告犬
.uk	.uk
Nobelova nagrada za književnost	诺贝尔文学奖
Poštanska marka	邮票
Batat	番薯
Masiela Lusha	玛歇娜·卢莎
Sapporo	札幌市
Žuto more	黄海
Gregor Mendel	孟德爾
Akihito, car Japana	明仁
Koruška	克恩顿州
63. p. n. e.	前63年
Hera	赫拉
Saint Louis	圣路易斯 (密苏里州)
Herta Müller	赫塔·米勒
Galija	高卢
Egzistencijalizam	存在主义
Lewis Carroll	路易斯·卡羅
Galapagoska ostrva	科隆群岛
Nobelova nagrada za fiziku	诺贝尔物理学奖
Umjetničko klizanje	花样滑冰
Daniel Radcliffe	丹尼尔·拉德克利夫
Društvo naroda	國際聯盟
Samuraj	武士 (日本)
31. p. n. e.	前31年
Arthur Schopenhauer	阿图尔·叔本华
Helen Keller	海倫·凱勒
George Lucas	乔治·卢卡斯
Nagasaki	长崎市
Eintracht Frankfurt	法兰克福足球俱乐部
Enya	恩雅
Britanska ostrva	不列顛群島
Yokohama	横滨市
.al	.al
.ar	.ar
Morfologija (lingvistika)	词法学
1840te	1840年代
Alexandre Dumas (otac)	大仲马
Koljeno (taksonomija)	门 (生物)
Henrik VIII, kralj Engleske	亨利八世
William Faulkner	威廉·福克納
Autizam	自閉症
.az	.az
Dizel gorivo	柴油
Newtonovi zakoni kretanja	牛顿运动定律
Romano Prodi	罗马诺·普罗迪
Xena: Princeza ratnica	齊娜武士公主
Milion	1000000
Adana	阿达纳
Santa Fe (Novi Meksiko)	圣菲 (新墨西哥州)
São Paulo FC	聖保羅足球會
Devanagari	天城文
Međunarodni kinološki savez	世界犬业联盟
Lubenica	西瓜
1880te	1880年代
Komondor	可蒙犬
Bengalski zaliv	孟加拉灣
Vjetrenjača	風車 (動力機)
Maltezer	馬爾濟斯
Bertolt Brecht	贝托尔特·布莱希特
Richterova skala	黎克特制地震震級
Univerzitet Bío-Bío	比奥比奥大学
Staljingradska bitka	斯大林格勒战役
Hamas	哈马斯
Suva	蘇瓦
Ruholah Homeini	鲁霍拉·穆萨维·霍梅尼
Nukuʻalofa	努库阿洛法
Heavy metal	重金属音乐
Bosiljak	羅勒
Laser	激光
Pruska	普魯士
Lou Andreas-Salome	露·安德烈亚斯·莎乐美
Tirensko more	第勒尼安海
Asuanska brana	阿斯旺水坝
.cn	.cn
.ee	.ee
Rimski brojevi	罗马数字
4. p. n. e.	前4年
Međunarodni dan žena	国际妇女节
1890te	1890年代
Vorarlberg	福拉尔贝格州
Japanski pas borac Tosa	土佐鬥犬
Human Development Index	人类发展指数
Samojed (pas)	薩摩耶犬
.ao	.ao
Imperator	皇帝
.bg	.bg
Velški terijer	威爾斯㹴
Kosi toranj u Pisi	比萨斜塔
Sjeverna hemisfera	北半球
Canonical Ltd.	Canonical公司
Mikroekonomija	微观经济学
100. p. n. e.	前100年
Ubuntu fondacija	Ubuntu基金会
Leeds	利兹
.jp	.jp
.bd	.bd
.it	.it
8. p. n. e.	前8年
Port of Spain	西班牙港
Domaće životinje	宠物
Edubuntu	Edubuntu
John Steinbeck	約翰·史坦貝克
.in	.in
Bjesnilo	狂犬病
Fudži	富士山
Policijski pas	警犬
Lubuntu	Lubuntu
Richard Feynman	理查德·費曼
Leteći Holanđanin	飞翔的荷兰人
Recep Tayyip Erdoğan	雷杰普·塔伊普·埃尔多安
Miš	小鼠属
Entomologija	昆虫学
NK Čelik	澤尼察鋼鐵足球俱樂部
Volumen	体积
Narandžasta	橙色
Specijacija	物种形成
Herc	赫兹
.ie	.ie
Sjekira	斧
Soči	索契
Nadrealizam	超现实主义
Ronaldinho	罗纳尔迪尼奥
Pol Pot	波尔布特
Transilvanija	特兰西瓦尼亚
Emma Watson	艾瑪·沃特森
1830te	1830年代
Traktor	拖拉机
Artemida	阿耳忒弥斯
.dk	.dk
Gamal Abdel Nasser	贾迈勒·阿卜杜-纳赛尔
Sliema	斯利馬
Bluetooth	藍牙
.bb	.bb
Alat	工具
Pritisak	压强
Benzin	汽油
Michael Phelps	迈克尔·菲尔普斯
Mitohondrija	線粒體
1800te	1800年代
.ca	.ca
Škotski ovčar	苏格兰牧羊犬
Cezarion	恺撒里昂
Zaliv	海灣
Christiaan Huygens	克里斯蒂安·惠更斯
Antoine Lavoisier	安托万-洛朗·德·拉瓦锡
Terry Branstad	特里·布兰斯塔德
Groblje	墳場
Alija ibn Ebu-Talib	阿里·本·阿比·塔利卜
Ljekar	医生
Nicolas Appert	尼古拉·阿佩爾
Semantika	语义学
Eyjafjallajökull	埃亚菲亚德拉冰盖
Kadima	前進黨 (以色列)
.co	.co
.ba	.ba
Eurocopter AS350	松鼠一型直升機
Stonehenge	巨石阵
.ch	.ch
Eurocopter EC145	欧直EC145直升机
Makroekonomija	宏观经济学
14. p. n. e.	前14年
Alhemija	炼金术
27. p. n. e.	前27年
Makedonija (čvor)	馬其頓 (消歧義)
Des Moines (Iowa)	德梅因
Svjetionik	灯塔
Aconcagua	阿空加瓜山
Pojas Gaze	加沙地带
.be	.be
Mesing	黃銅
19. p. n. e.	前19年
Jack Nicholson	杰克·尼科尔森
Inzulin	胰岛素
Mario Vargas Llosa	马里奥·巴尔加斯·略萨
Marketing	市场营销
Dolina	谷地
3. p. n. e.	前3年
Stephen King	斯蒂芬·金
Mikroorganizam	微生物
Ibn-Rušd	伊本·魯世德
Radio Studio 54 Network	第54演播室電台聯播網
1860te	1860年代
1870te	1870年代
.by	.by
.fj	.fj
.cl	.cl
.br	.br
.is	.is
.lt	.lt
.bz	.bz
.cg	.cg
Decenija	年代
Badem	扁桃
Pierre-Auguste Renoir	皮耶-奧古斯特·雷諾瓦
Vede	吠陀
.pt	.pt
58. p. n. e.	前58年
Gela	杰拉
Nostradamus	諾斯特拉達姆士
.bh	.bh
.bt	.bt
Provincija Concepción (Čile)	康賽普西翁省 (智利)
Sunčeva energija	太阳能
52. p. n. e.	前52年
Sylvester Stallone	席維斯·史特龍
Računarski program	计算机程序
Jordan (rijeka)	约旦河
6. p. n. e.	前6年
34. p. n. e.	前34年
Plaža	灘
Demokratska stranka (čvor)	民主党
Cigla	磚
Will Smith	威爾·史密斯
Elipsa	椭圆
59. p. n. e.	前59年
57. p. n. e.	前57年
Hobotnica	章鱼
Mitsubishi A6M	零式艦上戰鬥機
Poluga	杠杆
Kisela kiša	酸雨
Božanstvena komedija	神曲
1810te	1810年代
Paleolit	旧石器时代
Svemirska letjelica	航天器
Karl Benz	卡尔·本茨
Izbori	選舉
Manaus	马瑙斯
UEFA Kup pobjednika kupova	欧洲优胜者杯
Maraton	马拉松
Type 4 Chi-To	四式中戰車
Jedro (biologija)	细胞核
Porto Alegre	阿雷格里港
Množenje	乘法
Nova Gvineja	新幾內亞
Veliki petak	耶穌受難節
.md	.md
.ci	.ci
.an	.an
Advokat	律師
Kreja (roman)	飢餓遊戲：自由幻夢
Zatvor	監獄
Demokratska Arapska Republika Sahara	撒拉威阿拉伯民主共和國
.et	.et
.tv	.tv
.eg	.eg
5. p. n. e.	前5年
Tkivo	组织 (生物学)
Treće doba sunca	第三紀元
23. p. n. e.	前23年
Impresionizam	印象派
.fm	.fm
.se	.se
Akt (umjetnost)	裸体艺术
.ax	.ax
.cy	.cy
.il	.il
Slaveni	斯拉夫人
Pervez Musharraf	佩尔韦兹·穆沙拉夫
Jim Carrey	占·基利
.bo	.bo
.bs	.bs
Rebeka	利百加
John Wayne	約翰·韋恩
Zodijak	黃道帶
Adana (provincija)	阿达纳省
Afrički rog	非洲之角
Sumo hrvanje	相撲
Heath Ledger	希斯·萊傑
Lisa Gerrard	莉薩·傑勒德
Manifest komunističke partije	共产党宣言
Édouard Manet	愛德華·馬奈
Veliki hadronski sudarač	大型強子對撞機
Polarna svjetlost	极光
Fosili	化石
.kz	.kz
.hu	.hu
Quedlinburg	奎德林堡
Troposfera	对流层
Filologija	语文学
Žitomirska oblast	日托米爾州
Ray Bradbury	雷·布萊伯利
Cristina Fernández de Kirchner	克里斯蒂娜·费尔南德斯·德基什内尔
.ua	.ua
.cd	.cd
.ge	.ge
.ai	.ai
.cm	.cm
Dilma Rousseff	迪爾瑪·羅塞夫
Demetra	得墨忒耳
Bursa	布尔萨
Dobitne kombinacije u pokeru	撲克牌型
Pierre (Južna Dakota)	皮尔 (南达科他州)
65. p. n. e.	前65年
Konzul	罗马执政官
Nikola II, car Rusije	尼古拉二世 (俄罗斯)
Sandra Bullock	珊卓·布拉克
God Save the Queen	天佑吾王
Bengazi	班加西
Hirurgija	外科学
Knut Hamsun	克努特·汉姆生
Komedija	喜劇
29. p. n. e.	前29年
Krst	十字
Edward Jenner	愛德華·詹納
Dnjepar	第聂伯河
Zemni plin	天然气
Mramor	大理石
Oortov oblak	奥尔特云
Otrov	毒物
53. p. n. e.	前53年
90. p. n. e.	前90年
Doris Lessing	多丽丝·莱辛
Andamani i Nikobari	安达曼-尼科巴群岛
Anna Maria Jopek	安娜·瑪莉亞·約佩克
Ares	阿瑞斯
Werner Heisenberg	维尔纳·海森堡
Virginia Woolf	弗吉尼亚·吴尔夫
Frank Sinatra	法蘭·仙納杜拉
7. p. n. e.	前7年
9. p. n. e.	前9年
Honiara	霍尼亚拉
Mokraća	尿
1850te	1850年代
Nefertiti	娜芙蒂蒂
Eva Perón	伊娃·裴隆
PH	PH值
Eshil	埃斯库罗斯
Daniel Defoe	丹尼尔·笛福
Američki rat za nezavisnost	美國獨立戰爭
Molitva	祷告
Anhui	安徽省
32. p. n. e.	前32年
Opel	欧宝
91. p. n. e.	前91年
Međunarodni olimpijski odbor	国际奥林匹克委员会
.cr	.cr
.mx	.mx
Skype	Skype
.bw	.bw
Pontiac (automobil)	龐蒂克
Porsche	保时捷
Fonologija	音位學
.do	.do
.cu	.cu
.hr	.hr
.dj	.dj
.aq	.aq
.er	.er
.cv	.cv
.hn	.hn
.bm	.bm
.dm	.dm
.lk	.lk
.dz	.dz
Harold Pinter	哈罗德·品特
Ruska rublja	俄罗斯卢布
.kh	.kh
Orangutani	猩猩屬
Hezbollah	真主党
Epimetej (mitologija)	厄庇墨透斯
Topeka (Kansas)	托皮卡
.no	.no
Zebur	詩篇
Avenida Paulista	圣保罗人大道
Unutrašnja Mongolija	内蒙古自治区
Sifilis	梅毒
.gg	.gg
.bj	.bj
.id	.id
Shotokan	松濤館流
.tr	.tr
Gičin Funakoši	船越義珍
.eu	.eu
.ht	.ht
Shizofrenija	精神分裂症
.ec	.ec
Kim Il-sung	金日成
Posejdon	波塞冬
Asirija	亚述
84. p. n. e.	前84年
48. p. n. e.	前48年
26. p. n. e.	前26年
70. p. n. e.	前70年
Martin Scorsese	马丁·斯科塞斯
55. p. n. e.	前55年
11. p. n. e.	前11年
Heraklit	赫拉克利特
Romb	菱形
Republike u Rusiji	俄罗斯自治共和国
Al Pacino	艾尔·帕西诺
Jonathan Swift	乔纳森·斯威夫特
Nezaposlenost	失業
Demi Lovato	黛咪·洛瓦特
Zgrada	建筑物
Granit	花崗岩
Haile Selassie	海尔·塞拉西一世
Mekong	湄公河
La Marseillaise	馬賽曲
Sony	索尼
.cf	.cf
.bf	.bf
.bn	.bn
San Juan (Portoriko)	圣胡安 (波多黎各)
Boris Leonidovič Pasternak	鮑里斯·帕斯捷爾納克
Južna hemisfera	南半球
69. p. n. e.	前69年
16. p. n. e.	前16年
35. p. n. e.	前35年
Konstantin Eduardovič Ciolkovski	康斯坦丁·齐奥尔科夫斯基
13. p. n. e.	前13年
Opera (preglednik)	Opera
Andrij Ševčenko	安德烈·米科拉约维奇·舍甫琴科
Heinrich Rudolf Hertz	海因里希·赫兹
Nottingham	诺丁汉
Budžet	財政預算案
Johannes Vermeer	扬·弗美尔
Henri Becquerel	亨利·贝可勒尔
Količina kretanja	动量
John Dalton	约翰·道尔顿
Raketa	火箭
Basseterre	巴斯特尔 (圣基茨和尼维斯)
Magazin	杂志
Kvadratna jednačina	一元二次方程
Templari	圣殿骑士团
Vajmarska republika	魏瑪共和國
Franz Liszt	弗朗茨·李斯特
Robert Fischer	鮑比·菲舍爾
Kiwano	刺角瓜
.mk	.mk
Američki nogomet	美式足球
Spisak gradova u Austriji	奥地利城市列表
17. p. n. e.	前17年
Zastava Turkmenistana	土库曼斯坦国旗
Linz	林茨
67. p. n. e.	前67年
88. p. n. e.	前88年
96. p. n. e.	前96年
54. p. n. e.	前54年
87. p. n. e.	前87年
Grejpfrut	葡萄柚
Jodie Foster	茱迪·科士打
Štajerska (pokrajina)	施泰爾馬克州
Talasna dužina	波长
Kralj David	大衛
24. p. n. e.	前24年
77. p. n. e.	前77年
Kurt Gödel	库尔特·哥德尔
Genocid	种族灭绝
Edvard Munch	爱德华·蒙克
Federico García Lorca	费德里戈·加西亚·洛尔卡
Had (bog)	哈得斯
Supa	汤
Oscar za najbolji originalni scenarij	奥斯卡最佳原创剧本奖
Hestija	赫斯提亞
Borussia Dortmund	多特蒙德足球俱樂部
Michael Jordan	迈克尔·乔丹
Balet	芭蕾舞
Gibraltarska funta	直布羅陀鎊
Gvinejski zaliv	几内亚湾
.sa	.sa
.gd	.gd
.ma	.ma
.aw	.aw
.fo	.fo
.gy	.gy
.gw	.gw
.gl	.gl
.gq	.gq
Hokej na ledu	冰球
Mohsova skala tvrdoće	摩氏硬度
Kingstown	金斯敦 (圣文森特和格林纳丁斯)
Hemoroidi	痔疮
Autopsija	驗屍
Dobar, loš, zao	黃昏三鑣客
Hermes	赫耳墨斯
Sud	法院
Stari vijek	古代史
Henryk Sienkiewicz	亨利克·显克微支
Univerzitet Stanford	史丹佛大學
Mol (jedinica)	摩尔 (单位)
William Blake	威廉·布莱克
Wimbledon (tenis)	温布尔登网球锦标赛
Plutarh	普魯塔克
60. p. n. e.	前60年
.sk	.sk
Carl Gustav Jung	卡尔·荣格
Frank Lampard	法蘭·林柏特
Škrob	淀粉
56. p. n. e.	前56年
98. p. n. e.	前98年
Drakula	德拉库拉 (小说)
51. p. n. e.	前51年
St. George's	圣乔治 (格林纳达)
Grb Kanade	加拿大国徽
Organizacija za ekonomsku saradnju i razvoj	经济合作与发展组织
Kolos sa Rodosa	羅得島太陽神銅像
Nicolas Poussin	尼古拉·普桑
Jacques Offenbach	雅克·奥芬巴赫
Efekt staklenika	温室效应
Hamlet	哈姆雷特
Michel de Montaigne	米歇爾·德·蒙泰涅
Epilepsija	癫痫
Biskajski zaliv	比斯開灣
Kokain	可卡因
Alkani	烷烃
David Hilbert	大卫·希尔伯特
Ohmov zakon	欧姆定律
Christina Aguilera	克莉絲汀·阿奎萊拉
Ohotsko more	鄂霍次克海
Konstantin VII Porfirogenet	君士坦丁七世
Manuel I Komnen	曼努埃爾一世 (拜占庭)
Korijander	芫荽
Ustavna monarhija	君主立宪制
Konstantin III, car Bizantije	君士坦丁三世
Leon VI Mudri	利奥六世 (拜占庭)
.to	.to
Ivan II Komnen	约翰二世 (拜占庭)
.lv	.lv
Psihoanaliza	精神分析学
.gh	.gh
.mm	.mm
